CCN,Address,State,ZIP,Hospital Type,Ownership,ED Services,Abdominopelvic Accidental Puncture Or Laceration Rate,Death Rate Among Surgical Inpatients With Serious Treatable Complications,Death Rate For Cabg Surgery Patients,Death Rate For Copd Patients,Death Rate For Heart Failure Patients,Death Rate For Pneumonia Patients,Hybrid Hospital Wide All Cause Risk Standardized Mortality Rate,Iatrogenic Pneumothorax Rate,In Hospital Fall Associated Fracture Rate,Mort 30 Ami,Mort 30 Stk,Perioperative Pulmonary Embolism Or Deep Vein Thrombosis Rate,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Postoperative Hemorrhage Or Hematoma Rate,Postoperative Respiratory Failure Rate,Postoperative Sepsis Rate,Postoperative Wound Dehiscence Rate,Pressure Ulcer Rate,Medicare Hospital Spending Per Patient Medicare Spending Per Beneficiary
241368,425 NORTH ELM STREET,MN,56378,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,3.9,,,,,,,,,,,,
241367,301 SOUTH HIGHWAY 65,MN,55051,Critical Access Hospitals,Government - Local,Yes,,,,,13.9,15.1,4.0,,,,,,,,,,,,
241366,612 SOUTH SIBLEY AVENUE,MN,55355,Critical Access Hospitals,Government - Local,Yes,,,,,,,4.4,,,,,,,,,,,,
241365,1815 WISCONSIN AVENUE,MN,56215,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,15.5,4.2,,,,,,,,,,,,
241364,512 SKYLINE BOULEVARD,MN,55720,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,14.9,4.0,,,,,,,,,,,,
241363,400 EAST FIRST STREET,MN,56267,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,15.9,4.3,,,,,,,,,,,,
241377,2400 ST FRANCIS DRIVE,MN,56520,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,,,,17.7,4.5,,,,,,,,,,,,
241325,824 NORTH 11TH STREET,MN,56265,Critical Access Hospitals,Government - Local,Yes,,,,,,17.2,4.7,,,,,,,,,,,,
241350,4572 COUNTY ROAD 61,MN,55767,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,4.8,,,,,,,,,,,,
241322,1400 HIGHWAY 71,MN,56649,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.8,,,,,,,,,,,,
240078,6401 FRANCE AVENUE SOUTH,MN,55435,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.97,152.43,2.0,7.3,8.3,12.9,3.0,0.16,0.35,11.0,12.0,3.2,1.25,1.66,4.91,5.82,1.62,0.37,0.92
240076,303 CATLIN STREET,MN,55313,Acute Care Hospitals,Voluntary non-profit - Other,No,0.86,,,,8.7,14.5,4.1,0.25,0.28,,12.3,3.64,1.67,2.39,9.44,5.35,1.84,0.52,0.88
240075,523 NORTH 3RD STREET,MN,56401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.07,,,9.3,12.5,16.2,4.2,0.29,0.31,11.9,14.3,3.68,1.63,2.27,10.69,5.92,1.81,1.51,0.83
240071,200 STATE AVENUE,MN,55021,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,12.4,16.6,4.5,0.25,0.29,,,3.85,,2.43,,,,0.59,0.85
240069,2250 26TH STREET NORTHWEST,MN,55060,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.88,,,,14.8,13.3,4.4,0.25,0.33,,13.2,3.75,1.69,2.43,10.03,5.54,,0.53,0.9
240066,927 WEST CHURCHILL STREET,MN,55082,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.82,,,9.8,13.3,15.9,3.7,0.24,0.27,11.5,13.1,3.61,1.62,2.65,12.18,5.63,1.78,0.41,0.92
240064,1601 GOLF COURSE ROAD,MN,55744,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,,11.0,17.4,3.9,0.31,0.29,,12.6,3.79,,2.41,,,,1.08,0.81
240057,800 EAST 28TH STREET,MN,55407,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.17,171.56,3.0,7.7,9.6,14.2,3.5,0.25,0.25,11.2,10.6,3.04,2.55,1.47,10.93,7.18,1.45,0.17,0.97
240056,500 SOUTH MAPLE STREET,MN,55387,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.73,,,6.9,8.3,12.5,3.9,0.23,0.26,10.7,14.8,4.25,1.62,2.59,9.81,4.85,1.8,0.35,0.89
240053,6500 EXCELSIOR BLVD,MN,55426,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.6,220.1,3.2,8.0,10.8,13.3,3.5,0.23,0.27,12.9,14.3,4.33,1.27,2.13,6.48,5.27,1.6,0.35,0.92
240052,712 SOUTH CASCADE STREET,MN,56537,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.85,,,,11.1,15.5,4.2,0.25,0.32,,14.9,3.46,1.64,2.37,8.41,5.29,1.84,0.49,0.92
240050,5200 FAIRVIEW BOULEVARD,MN,55092,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.11,,,9.0,12.9,15.1,3.8,0.24,0.28,,15.8,4.1,1.68,2.39,9.86,6.4,1.84,0.47,0.89
240047,915 EAST 1ST STREET,MN,55805,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.73,158.39,2.7,9.8,12.3,21.8,4.2,0.26,0.36,13.5,15.5,4.08,1.86,2.74,12.19,6.26,1.76,0.2,0.98
240044,855 MANKATO AVENUE,MN,55987,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.86,,,,14.0,19.8,4.8,0.25,0.29,,13.2,3.76,1.66,2.79,12.08,5.43,2.25,0.54,0.99
240043,404 WEST FOUNTAIN STREET,MN,56007,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.86,,,6.9,9.5,9.9,3.8,0.24,0.27,,12.8,4.02,1.67,2.36,9.24,5.38,1.83,0.37,0.86
240040,750 EAST 34TH ST,MN,55746,Acute Care Hospitals,Voluntary non-profit - Other,No,0.87,,,,11.9,14.2,3.8,0.25,0.33,,,3.8,,,,,,0.52,0.89
24003F,ONE VETERANS DRIVE,MN,55417,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.98,169.09,,7.3,8.3,11.8,,0.27,0.45,11.4,,3.34,1.4,2.23,13.05,4.01,1.91,1.09,
241323,121 DREW AVENUE SOUTHEAST,MN,56062,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,,,,,,,,,,,,,,
240001,3300 OAKDALE NORTH,MN,55422,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.83,222.09,4.2,10.8,9.6,16.1,4.0,0.17,0.33,12.8,15.1,3.49,1.72,2.07,13.62,6.69,2.32,0.5,0.94
240002,402 EAST SECOND STREET,MN,55805,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.3,191.47,2.2,8.7,9.6,14.1,3.8,0.22,0.37,11.2,12.8,2.87,1.71,2.8,4.81,5.96,1.91,0.64,0.98
240004,701 PARK AVENUE,MN,55415,Acute Care Hospitals,Government - Local,Yes,0.74,200.5,,8.5,9.2,14.1,3.8,0.25,0.36,11.4,11.6,3.79,1.58,1.74,7.53,4.75,2.41,1.13,0.94
240006,1650 FOURTH STREET SOUTHEAST,MN,55904,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,,10.8,11.6,3.7,0.25,0.29,,,3.73,1.68,2.41,9.86,5.49,,1.21,0.81
240014,2000 NORTH AVENUE,MN,55057,Acute Care Hospitals,Government - Local,Yes,0.87,,,,13.9,14.7,4.0,0.25,0.29,,,3.78,1.65,2.41,9.27,5.44,,0.6,0.82
240080,2450 RIVERSIDE AVENUE,MN,55454,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.77,192.11,2.6,8.1,10.5,11.9,3.5,0.18,0.29,11.7,13.1,4.52,1.87,2.2,7.89,4.96,2.04,0.29,0.97
240018,701 HEWITT BOULEVARD,MN,55066,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,,10.6,13.3,4.1,0.25,0.33,,,3.71,1.68,2.41,10.01,,,0.54,0.9
240020,701 SOUTH DELLWOOD AVENUE,MN,55008,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,7.5,13.5,15.9,4.1,0.25,0.32,,,4.24,1.68,2.39,9.69,5.31,,0.51,0.93
240022,1018 SIXTH AVENUE PO BOX 997,MN,56187,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,9.3,12.5,20.9,4.0,0.25,0.29,,,,,,,,,0.56,0.9
24002F,4801 VETERANS DRIVE,MN,56303,Acute Care - Veterans Administration,Veterans Health Administration,No,,,,,,,,,,,,,,,,,,,
240030,111 17TH AVENUE EAST,MN,56308,Acute Care Hospitals,Government - Local,Yes,0.83,,,8.1,12.9,14.2,4.1,0.24,0.35,,14.2,3.09,1.65,2.68,10.57,5.91,2.22,0.44,0.97
240036,1406 6TH AVE NORTH,MN,56303,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.52,190.1,2.1,8.4,9.5,14.7,4.0,0.23,0.2,11.0,11.3,3.01,1.44,1.95,6.99,4.27,2.43,0.27,0.93
240038,333 NORTH SMITH AVENUE,MN,55102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.35,170.03,2.1,8.3,11.2,16.7,3.7,0.2,0.28,12.7,11.4,5.31,1.91,1.78,8.21,8.27,1.61,0.12,0.95
240019,502 EAST SECOND STREET,MN,55805,Acute Care Hospitals,Voluntary non-profit - Private,No,0.87,,,,,,4.1,0.24,0.32,,,3.71,1.58,2.34,8.55,5.23,,0.45,1.01
240084,901 9TH STREET NORTH,MN,55792,Acute Care Hospitals,Government - Local,No,0.86,,,,10.3,,4.2,0.25,0.41,,,3.68,1.66,2.39,12.29,6.19,,0.5,0.98
240010,1216 SECOND STREET SOUTHWEST,MN,55902,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.73,135.99,1.6,7.1,7.6,11.0,2.3,0.24,0.33,8.4,10.1,4.74,2.05,2.77,4.86,3.94,3.33,0.14,0.94
240093,1025 MARSH STREET,MN,56002,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.93,155.12,,5.9,7.5,10.4,3.3,0.21,0.25,10.1,10.8,5.21,1.57,2.32,7.35,4.98,2.08,0.35,0.95
241306,100 HEALTHY WAY,MN,56277,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,13.4,19.4,4.2,,,,,,,,,,,,
241308,325 ELEVENTH AVE,MN,55616,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
241309,705 LUNDORFF DRIVE SOUTH,MN,55072,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
241311,601 WEST CHANDLER,MN,55307,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
241312,10 SE FIFTH ST,MN,55723,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
241313,201 9TH STREET WEST,MN,56510,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
241305,200 BUNKER HILL DRIVE,MN,56431,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.5,,,,,,,,,,,,
241314,1282 WALNUT STREET,MN,56232,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,4.3,,,,,,,,,,,,
241316,258 PINE TREE DRIVE,MN,56628,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
241317,515 5TH AVE WEST,MN,55604,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
241319,2042 JUNIPER AVENUE,MN,56172,Critical Access Hospitals,Government - Local,Yes,,,,,,,4.6,,,,,,,,,,,,
241320,323 SOUTH MINNESOTA,MN,56716,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,17.2,4.5,,,,,,,,,,,,
240088,301 BECKER AVE SW,MN,56201,Acute Care Hospitals,Government - Local,Yes,0.84,,,,9.8,12.8,3.8,0.24,0.36,,14.2,4.48,1.63,2.3,13.27,5.19,1.84,0.44,0.85
241321,"115  SECOND STREET WEST, BOX 157",MN,56240,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
241315,1430 NORTH HIGHWAY,MN,56143,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
241304,401 12TH STREET NORTH,MN,56296,Critical Access Hospitals,Voluntary non-profit - Private,No,,,,,,,,,,,,,,,,,,,
241318,328 WEST CONAN STREET,MN,55731,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
241302,920 BELL AVENUE PO BOX 188,MN,56183,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
241303,251 FIFTH STREET EAST,MN,56175,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,3.9,,,,,,,,,,,,
240104,1455 ST FRANCIS AVENUE,MN,55379,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1.31,,,6.7,12.9,16.6,3.9,0.24,0.32,,11.2,6.06,1.66,2.26,8.24,5.9,1.81,0.41,0.89
240106,640 JACKSON STREET,MN,55101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.71,146.67,2.2,8.6,10.6,14.7,3.7,0.23,0.26,10.9,12.6,4.69,2.42,1.72,9.92,4.22,1.85,0.25,0.95
240115,4050 COON RAPIDS BLVD,MN,55433,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.97,166.79,2.0,6.8,9.5,15.4,3.6,0.21,0.3,10.9,14.6,3.31,1.83,2.77,10.1,4.14,2.31,0.12,0.91
240100,1300 ANNE ST NW,MN,56601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8,181.42,,7.2,9.6,16.3,4.0,0.22,0.27,12.4,13.3,3.56,1.54,2.48,7.16,5.7,1.78,0.96,0.88
240141,911 NORTHLAND DRIVE,MN,55371,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.88,,,,9.8,13.9,3.6,0.25,0.29,,,3.79,,2.42,,,,0.51,0.88
240166,800 MEDICAL CENTER DRIVE,MN,56031,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,6.9,12.6,12.0,4.1,0.25,0.28,,12.2,3.76,1.68,2.42,9.99,,,0.5,0.91
240101,1027 WASHINGTON AVE,MN,56501,Acute Care Hospitals,Voluntary non-profit - Church,No,0.87,,,9.8,8.6,16.7,4.2,0.25,0.37,,12.4,3.66,1.65,2.39,9.25,5.43,,0.49,0.85
240206,24760 HOSPITAL DRIVE,MN,56671,Acute Care Hospitals,Government - Federal,No,,,,,,,,0.25,0.29,,,,,,,,,0.65,
240207,201 EAST NICOLLET BOULEVARD,MN,55337,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.97,180.14,,9.5,11.3,12.4,3.4,0.22,0.25,11.8,12.6,3.78,1.55,2.52,7.72,4.26,1.73,0.21,0.88
240210,1575 BEAM AVENUE,MN,55109,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.9,169.02,1.9,7.7,10.2,13.0,3.1,0.2,0.28,11.8,12.6,5.23,1.66,2.99,6.86,4.96,1.67,0.17,0.92
240213,1925 WOODWINDS DRIVE,MN,55125,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.81,,,8.0,9.2,12.9,3.4,0.23,0.27,,12.8,3.34,1.62,2.21,6.55,5.45,1.81,0.31,0.92
240214,9875 HOSPITAL DRIVE,MN,55369,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.05,,,8.0,9.8,12.1,3.6,0.23,0.27,,,3.71,1.57,2.23,8.63,5.55,2.24,0.38,0.85
240187,1095 HIGHWAY 15 SOUTH,MN,55350,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,,12.3,13.1,4.3,0.25,0.29,,,3.8,,2.41,,,,0.57,0.96
241301,600 MAIN AVE S,MN,56623,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,,,,,,,,,,,,,,,,,
260110,1701 LACEY ST,MO,63701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.9,215.55,3.0,11.7,14.6,24.5,5.6,0.19,0.36,13.0,14.3,3.11,1.49,2.25,9.5,5.12,1.66,1.07,0.99
260108,3015 N BALLAS RD,MO,63131,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.6,161.14,1.8,8.6,9.1,14.0,3.1,0.23,0.2,10.8,10.6,2.6,2.21,1.63,8.01,5.46,1.57,0.53,0.96
260105,3635 VISTA AVE,MO,63110,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.6,189.21,3.2,7.9,11.8,16.7,3.9,0.25,0.26,12.7,14.7,3.59,1.84,2.7,12.17,7.67,1.85,0.51,1.05
260104,12303 DEPAUL DRIVE,MO,63044,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.64,214.37,2.0,9.7,11.5,14.6,3.7,0.24,0.26,10.7,9.8,2.92,1.68,2.07,13.21,7.69,2.03,0.69,1.06
260097,403 BURKARTH ROAD,MO,64093,Acute Care Hospitals,Government - Local,Yes,0.86,,,8.4,13.0,16.4,4.9,0.24,0.28,,,4.56,1.66,2.36,8.2,5.21,1.82,1.01,0.94
26009F,915 NORTH GRAND,MO,63106,Acute Care - Veterans Administration,Veterans Health Administration,Yes,1.04,182.65,,5.1,8.3,9.0,,0.29,0.26,11.6,,3.36,1.35,2.23,8.87,4.62,1.65,0.71,
260096,2800 CLAY EDWARDS DRIVE,MO,64116,Acute Care Hospitals,Government - Local,Yes,0.58,161.35,3.4,8.4,11.7,14.7,4.3,0.17,0.24,12.7,14.0,3.58,2.21,2.73,14.21,6.84,1.55,0.13,1.03
260095,19600 EAST 39TH STREET,MO,64057,Acute Care Hospitals,Proprietary,Yes,0.7,159.02,2.2,10.3,11.2,17.1,4.1,0.24,0.27,10.1,10.8,3.28,1.42,1.69,15.7,3.89,2.08,0.15,1.02
260113,1008 NORTH MAIN ST,MO,63801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.81,,,10.2,14.5,21.7,5.2,0.24,0.35,,16.6,3.36,1.63,2.66,15.68,6.08,2.21,0.36,0.99
260091,6420 CLAYTON RD,MO,63117,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.71,147.17,,8.9,9.6,13.0,3.9,0.21,0.32,12.2,12.1,4.44,1.6,2.22,10.85,4.7,2.08,0.77,1.0
260102,7900 LEE'S SUMMIT RD,MO,64139,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.1,0.25,0.28,,,4.31,1.68,2.4,9.93,5.51,,1.21,0.86
260094,"525 BRANSON LANDING BLVD, PO BOX 650",MO,65615,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.08,175.8,,7.8,11.5,18.3,4.2,0.27,0.31,13.0,13.6,3.21,1.58,2.21,10.53,5.23,2.23,0.32,0.92
260162,12634 OLIVE BOULEVARD,MO,63141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.67,,,,10.2,13.1,4.0,0.24,0.27,,,3.34,1.54,2.06,7.64,3.95,1.69,0.4,0.91
260137,1102 WEST 32ND STREET,MO,64804,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.81,212.51,2.6,9.3,16.9,18.1,5.1,0.19,0.39,14.1,14.4,5.03,2.39,4.0,12.15,4.28,1.98,0.69,1.03
260138,4401 WORNALL ROAD,MO,64111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.03,193.67,1.7,8.4,9.1,15.9,3.3,0.18,0.31,11.3,12.4,3.5,1.58,3.06,10.13,4.47,2.11,1.17,1.05
260141,ONE HOSPITAL DRIVE,MO,65212,Acute Care Hospitals,Government - State,Yes,0.67,157.72,1.9,7.3,14.1,14.6,4.3,0.23,0.36,11.0,16.0,4.73,1.36,2.7,10.95,4.34,1.72,0.19,1.04
260142,2305 S 65 HIGHWAY,MO,65340,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,8.4,12.1,18.9,4.2,0.24,0.29,,,3.8,,2.37,,,,0.55,0.81
260160,1200 N ONE MILE RD,MO,63841,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,8.9,,16.2,5.0,0.25,0.33,,,,,,,,,0.59,1.0
260163,1101 W LIBERTY,MO,63640,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.85,,,9.1,9.6,13.5,3.6,0.23,0.27,11.3,13.6,3.26,1.66,2.24,8.33,5.24,1.8,0.27,0.97
260175,1600 N 2ND ST,MO,64735,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.83,,,8.7,13.1,14.0,4.4,0.3,0.28,,12.1,3.79,1.66,2.72,11.6,6.09,1.82,0.42,0.96
260176,2345 DOUGHERTY FERRY ROAD,MO,63122,Acute Care Hospitals,Proprietary,Yes,0.86,,,,12.1,14.7,4.4,0.3,0.28,,,3.3,1.66,2.64,8.12,5.88,1.86,1.03,0.98
260177,2525 GLENN HENDREN DR,MO,64068,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.93,224.05,2.7,8.5,12.4,20.6,3.9,0.36,0.25,11.8,12.4,5.64,1.53,5.4,5.57,4.65,1.75,0.71,1.05
260179,232 S WOODS MILL RD,MO,63017,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.7,158.53,1.9,8.3,8.9,14.4,3.3,0.31,0.27,12.1,12.2,6.65,1.71,2.5,6.82,3.35,1.62,0.72,1.0
260180,11133 DUNN ROAD,MO,63136,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.92,155.47,2.2,6.9,8.3,13.0,3.6,0.34,0.27,11.4,11.9,4.29,1.9,2.37,8.84,4.26,2.53,0.44,0.98
260085,1000 CARONDELET DR,MO,64114,Acute Care Hospitals,Proprietary,Yes,0.8,210.07,3.6,9.6,7.6,16.9,4.1,0.21,0.3,11.8,12.4,2.92,1.49,1.97,9.1,5.14,1.79,0.45,1.01
260183,211 ST FRANCIS DR,MO,63703,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.65,211.67,4.3,10.8,15.1,18.6,3.7,0.34,0.28,13.5,18.7,3.15,1.79,2.56,11.59,6.48,2.01,0.61,1.01
260119,3100 OAK GROVE ROAD,MO,63901,Acute Care Hospitals,Proprietary,Yes,0.76,195.13,,9.1,15.5,20.2,4.9,0.2,0.36,13.9,14.5,3.97,1.62,2.03,7.18,5.19,2.13,1.14,0.98
260081,1015 BOWLES,MO,63026,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.78,203.56,,9.5,13.1,13.3,3.5,0.26,0.28,11.4,11.6,3.77,1.5,2.25,9.63,5.23,1.72,0.8,0.98
260024,1333 SAM HOUSTON BOULEVARD,MO,65483,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.88,,,10.8,16.1,25.9,6.6,0.25,0.29,,,,,,,,,0.56,0.97
260078,1100 KENTUCKY AVE,MO,65775,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.83,180.69,,10.0,13.1,18.3,4.4,0.4,0.31,15.8,13.8,5.29,1.62,2.52,12.41,5.19,1.82,2.44,0.9
260186,54 HOSPITAL DRIVE,MO,65065,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1.02,,2.0,11.4,19.4,18.8,5.1,0.38,0.27,12.7,14.0,3.45,1.56,2.78,8.28,4.6,1.78,0.29,0.94
260061,800 S ASH ST,MO,64772,Acute Care Hospitals,Government - Local,Yes,,,,,,17.9,4.8,0.25,0.29,,,,,,,,,0.61,1.14
260059,100 HOSPITAL DRIVE,MO,65536,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.88,,,,11.0,14.9,3.9,0.31,0.29,,,3.82,,2.41,,,1.86,0.54,0.83
260057,1600 E EVERGREEN,MO,64429,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,12.5,16.6,21.5,6.1,0.25,0.28,,,3.76,1.69,2.41,9.98,5.53,1.85,0.54,1.03
260052,901 EAST 5TH STREET,MO,63090,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.77,173.71,,8.7,14.0,19.6,4.0,0.23,0.27,11.6,12.8,4.39,1.61,2.16,8.0,4.99,1.75,0.31,1.0
260050,2016 SOUTH MAIN ST,MO,64468,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,,,7.6,10.7,16.1,4.2,0.25,0.29,,,3.81,,2.42,,,,0.58,0.86
26004F,4801 LINWOOD BLVD.,MO,64128,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.67,185.86,,7.8,8.5,10.3,,0.29,0.32,11.0,,3.58,1.67,1.85,4.81,5.93,1.67,0.81,
260048,2301 HOLMES STREET,MO,64108,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.06,182.89,,,10.5,16.4,3.8,0.23,0.27,,,4.57,1.66,2.57,13.41,6.0,1.78,1.01,0.95
260040,3801 SOUTH NATIONAL AVENUE,MO,65807,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.04,200.34,2.7,7.0,14.3,13.5,4.1,0.28,0.28,13.0,14.5,3.54,2.06,3.11,13.07,3.7,1.82,0.72,0.96
260034,615 W NURSERY ST,MO,64730,Acute Care Hospitals,Government - Local,Yes,0.89,,,,12.9,18.9,4.7,0.25,0.29,,,3.82,,2.42,,,,0.6,1.0
260032,ONE BARNES-JEWISH HOSPITAL PLAZA,MO,63110,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.95,164.07,1.6,9.6,8.8,15.2,3.1,0.29,0.23,13.2,11.2,3.2,2.27,2.13,8.89,5.28,2.06,0.4,1.02
26002F,4430 Missouri Ave,MO,65473,Acute Care - Department of Defense,Department of Defense,Yes,,,,,,,,,,,,,,,,,,,
260027,2316 E MEYER BLVD,MO,64132,Acute Care Hospitals,Proprietary,Yes,0.65,159.56,3.0,9.5,10.5,17.1,4.3,0.19,0.27,11.7,13.0,3.62,1.63,2.11,9.01,5.79,1.91,0.12,1.06
260025,6000 HOSPITAL DR,MO,63401,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8,192.7,,7.6,12.7,17.6,4.3,0.22,0.38,12.0,13.8,3.11,1.63,2.91,8.31,7.54,1.8,0.26,0.98
260023,1400 US HIGHWAY 61,MO,63019,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.78,185.07,,8.9,11.1,16.0,4.1,0.26,0.28,13.2,14.9,3.21,1.56,2.09,6.77,4.86,1.77,0.18,0.98
260022,315 S OSTEOPATHY,MO,63501,Acute Care Hospitals,Proprietary,Yes,0.85,,,10.5,9.7,17.8,4.5,0.29,0.28,12.3,,3.41,1.66,2.73,9.36,5.34,2.23,0.4,0.95
260020,615 NEW BALLAS ROAD,MO,63141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.6,184.16,2.7,8.1,8.8,12.1,3.0,0.37,0.28,12.0,11.1,5.94,1.44,2.25,12.05,8.84,2.76,0.14,1.0
260017,1000 W 10TH ST,MO,65401,Acute Care Hospitals,Government - Local,Yes,0.79,173.91,,11.3,15.2,18.7,4.6,0.27,0.26,11.9,13.4,2.93,1.62,2.19,14.97,5.92,1.76,0.56,0.98
260011,2505 MISSION DRIVE,MO,65109,Acute Care Hospitals,Proprietary,Yes,0.81,162.85,,8.0,12.7,17.4,4.1,0.22,0.27,11.4,13.7,3.5,1.63,2.8,11.13,5.76,1.77,0.68,0.95
260009,601 E 14TH ST,MO,65301,Acute Care Hospitals,Government - Local,Yes,1.03,,,7.4,11.3,18.9,4.8,0.23,0.27,,14.7,4.68,1.62,2.62,10.25,4.98,1.79,1.56,0.97
